Product Name,Image Link,VariantID,Size,Volume Unit,Expert Ratings,Stock,WS Retail Price,Winemaker Name,Vintage (Year),Country,Region,Wine Type,Wine Grapes,Level to Drink,Vinification Process,Season,Soil Type,Description,Occasion,Body,Acidity,Alcohol,Fruitiness,Minerality,Sweetness / Dry
Mate Brunello di Montalcino 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df90ff4a1de0ccce888Mate20Brunello20di20Montalcino202017.png,355115,750ml,ml,(RP: 92; WS: 90),10,438,Mate,2017,Italy,Tuscany,Red,Sangiovese,/ Drink within 10 years.,/ Aged in French oak barrels for 36 months.,"Autumn, Winter",Soil Type: Galestro,"A rich and full-bodied wine with a deep, velvety texture, showcasing rich fruit flavors of cherry and plum, balanced by medium acidity and a hint of minerality, with a dry finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
"Matrot, Meursault 1er Cru, Perrieres 2021",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734701377f8ebc01ddb2b3fMatrot2C20Meursault201er20Cru2C20Perrieres202021.png,355117,750ml,ml,(RP: 92; WS: 90),10,"1,580.00",Matrot,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12 months, with 30 new oak and 70 second-fill barrels, followed by 6 months of aging on lees.","summer, autumn",Soil Type: Limestone,"This wine is a vibrant and refreshing Chardonnay, boasting a medium body and high acidity that cuts through its rich flavors. Fresh fruit notes of green apple and pear are balanced by a subtle minerality, while its dry finish leaves you wanting another sip.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
"Michel Bouzereau, Meursault 1er Cru, Genevrieres 2008",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9d444c8d905bf20e6Michel20Bouzereau2C20Meursault201er20Cru2C20Genevrieres202008.png,355119,750ml,ml,RP: 92; WS: 90,10,"1,398.00",Michel Bouzereau,2008,France,Cote de Beaune,White,Chardonnay,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 30 new oak and 70 seasoned oak.","autumn, winter",Soil Type: Limestone,"This Meursault 1er Cru, Genevrieres 2008 is a rich and full-bodied Chardonnay with a medium body, showcasing a perfect balance of acidity and a subtle hint of minerality. The wine boasts a rich fruitiness, with flavors of ripe stone fruits and a subtle note of vanilla, leading to a dry and crisp finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Dry
Michel Magnien Gevrey Chambertin Aux Echezeaux 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad44da80eda3844e127Michel20Magnien20Gevrey20Chambertin20Aux20Echezeaux202020.png,355121,750ml,ml,RP: 92; WS: 94,10,588,Michel Magnien,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"Autumn, Winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, this wine boasts a medium-bodied frame, with fresh fruit flavors and a subtle minerality. The acidity is well-balanced, providing a crisp and refreshing quality, while the 13.2 alcohol content adds depth and complexity. Overall, a dry and elegant wine with a lingering finish.",/ Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Michel Magnien Gevrey Chambertin Les Seuvrées VV 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad3ac831b128c8ae3e4Michel20Magnien20Gevrey20Chambertin20Les20SeuvreCC81es20VV202020.png,355123,750ml,ml,(RP: 92; WS: 90),10,568,Michel Magnien,2020,France,Cote de Nuits,Red,Pinot Noir,/ Drink within 10 years.,/ Aged in French oak barrels for 12-14 months with 30 new oak.,"spring, summer, autumn",Soil Type: Limestone,"This Pinot Noir from the renowned Cote de Nuits region is a masterclass in balance and finesse. Expect a harmonious blend of fresh red fruit flavors, subtle minerality, and a hint of earthy complexity, all wrapped up in a silky, medium-bodied package with a dry, refreshing finish.",Occasion: Celebration,Medium,Medium,13.2,Fresh,Medium,Dry
Michel Magnien Vosne Romanée VV 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad37fdaa19e3bb21b04Michel20Magnien20Vosne20RomaneCC81e20VV202020.png,355125,750ml,ml,(RP: 92; WS: 94),10,858,Michel Magnien,2020,France,Cote de Nuits,Red,Pinot Noir,Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with 20-30 new oak.,"Autumn, Winter",Soil Type: Limestone,"A classic Pinot Noir from the esteemed Cote de Nuits region, this wine boasts a medium-bodied frame, fresh fruit flavors, and a subtle minerality. The acidity is well-balanced, providing a crisp and refreshing quality, while the dry finish ensures a satisfying conclusion.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Michel Niellon Chassagne Montrachet 1er Cru Clos de la Maltroie 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad4a8068b36ecb7b2d2Michel20Niellon20Chassagne20Montrachet201er20Cru20Clos20de20la20Maltroie202020.png,355127,750ml,ml,(RP: 92; WS: 90),10,799,Michel Niellon,2020,France,Cote de Beaune,White,Chardonnay,Drink within 5-7 years.,/ Aged in French oak barrels for 12-14 months with regular lees stirring.,"Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors and a hint of minerality, balanced by high acidity and a dry finish.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Michel Niellon Chassagne Montrachet 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad4cab8ba18ca6441f5Michel20Niellon20Chassagne20Montrachet202021.png,355129,750ml,ml,(RP: 92; WS: 90),10,498,Michel Niellon,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months with regular lees stirring.,"spring, summer",Soil Type: Limestone,"This Chardonnay from Cote de Beaune is a vibrant and refreshing wine, showcasing fresh fruit flavors, a medium-bodied texture, and a crisp acidity that cuts through its richness, finishing dry and mineral-driven.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Neirano Barolo Riserva 1985,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad31b7da7852951b74fNeirano20Barolo20Riserva201985.png,355131,750ml,ml,RP: 92; WS: 90,10,818,Neirano,1985,Italy,Piedmont,Red,Nebbiolo,/ Drink now or within 5 years.,"/ Aged for 5 years in large oak casks, followed by 10 years of bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied Barolo with a complex bouquet of dark fruit, leather, and spice, supported by firm tannins and a long, dry finish.",/ Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
OBORA Julienas 2023,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df95cd48337ddf6e1d9OBORA20Julienas202023.png,355133,750ml,ml,(RP: 88; WS: 90),10,328,Obora,2023,France,Beaujolais,Red,Gamay,/ Drink within 5 years.,/ Aged in stainless steel with partial carbonic maceration.,"spring, summer",Soil Type: Granite,"A vibrant and refreshing Gamay from Beaujolais, offering fresh fruit flavors, moderate acidity, and a hint of sweetness, making it perfect for sipping on its own or pairing with lighter fare.",Occasion: Casual,Light,Medium,12.5,Fresh,Low,Off-dry
Patrick Bouju Domaine de la Boheme Festejar Rose 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b790a1cecead01779Patrick20Bouju20-20Domaine20de20la20Boheme20Festejar20Rose202019.png,355135,750ml,ml,(RP: 88; WS: 90),10,229,,2019,,,Rosé,Gamay,/ Drink within 3-5 years.,/ Aged in concrete vats with minimal intervention.,"summer, spring",Soil Type: Clay-Limestone,"A crisp and refreshing rose with flavors of fresh strawberries and raspberries, balanced by a medium acidity and a hint of minerality, finishing dry and clean.",Occasion: Celebration,Light,Medium,12.5,Fresh,Medium,Dry
Penfolds Bin 169 Cabernet Sauvignon 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9d76538209c91cd7fPenfolds20Bin2016920Cabernet20Sauvignon202018.png,355137,750ml,ml,RP: 94; WS: 92,10,"1,458.00",Penfolds,2018,Australia,Coonawarra,Red,Cabernet Sauvignon,/ Can age 15 years.,/ Aged in French oak hogsheads for 16 months.,"Autumn, Winter",Soil Type: Terra Rossa,"A rich and full-bodied Cabernet Sauvignon with a medium acidity, showcasing rich fruit flavors and a hint of minerality, balanced by a dry finish and a robust 14.5 alcohol content.",Occasion: Business,Full,Medium,14.5,Rich,Medium,Dry
Philippe Chavy Meursault Charmes Meursault Premier Cru 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebc02b8e0e5204612cPhilippe20Chavy20Meursault20Charmes20Meursault20Premier20Cru202020.png,355139,750ml,ml,(RP: 92; WS: 90),10,998,Philippe Chavy,2020,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak and 70 seasoned oak.","Spring, Summer",Soil Type: Limestone,"A rich and elegant Chardonnay with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a crisp acidity, all balanced by a dry finish.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
Pierre Gimonnet et Fils Blanc de Blancs Gastronome Champagne 2016,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df970c197f9a507cb42Pierre20Gimonnet20et20Fils20Blanc20de20Blancs20Gastronome20Champagne202016.png,355141,750ml,ml,(RP: 92; WS: 94),10,448,Pierre Gimonnet et Fils,2016,France,Champagne,Sparkling,Chardonnay,/ Drink within 5-7 years.,"/ Aged for 5 years in oak barrels, with a minimum of 12 months on lees, followed by a further 6 months of aging in bottle before release.","spring, summer",Soil Type: Limestone,"A crisp and refreshing Blanc de Blancs Champagne, showcasing the elegance and finesse of Chardonnay, with a medium body, high acidity, and a dry finish, perfect for pairing with delicate seafood dishes or as an apéritif.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Pierre Yves Colin Morey Bourgogne Hautes Côtes de Beaune Blanc 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad46ed6615bdc5e70d2Pierre20Yves20Colin20Morey20Bourgogne20Hautes20CoCC82tes20de20Beaune20Blanc202021.png,355143,750ml,ml,(RP: 90; WS: 92),10,668,Pierre Yves Colin,2021,France,Cote de Beaune,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 12 months with regular stirring of the lees to enhance complexity and texture.,"summer, spring",Soil Type: Limestone,"This crisp and refreshing Chardonnay from the Cote de Beaune region boasts a medium body, high acidity, and a dry finish. Fresh fruit flavors dominate the palate, with subtle hints of minerality, making it an excellent pairing for seafood, salads, or goat cheese.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
Pio Cesare Barolo DOCG Piedmont 1970,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df93c6b445a000e0d87Pio20Cesare20Barolo20DOCG20Piedmont201970.png,355145,750ml,ml,(RP: 92; WS: 94),10,898,Pio Cesare,1970,Italy,Piedmont,Red,Nebbiolo,/ Drink now or within 2 years.,"/ Aged in large oak casks for a minimum of 3 years, followed by extended bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A classic Barolo with a full-bodied, rich and complex character, offering a perfect balance of acidity and tannins, with flavors of dark fruit, leather, and spices, and a long, velvety finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Piper Heidsieck Champagne Rare 2008,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad362341f743988bdf1Piper20Heidsieck20Champagne20Rare202008.png,355147,750ml,ml,RP: 92; WS: 94,10,"1,338.00",Piper Heidsieck,2008,France,Champagne,Sparkling,Chardonnay,/ Drink within 10 years.,"/ Aged for a minimum of 7 years in the cellars, with a slow and gentle maturation in oak barrels, followed by a prolonged period of remuage and dégorgement.","spring, summer",Soil Type: Limestone,"A complex and elegant champagne with a medium body, high acidity, and a crisp, dry finish, showcasing fresh fruit flavors and subtle mineral notes.",Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Pol Roger Blanc de Blancs 2015,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ec2559d66254be2201Pol20Roger20Blanc20de20Blancs202015.png,355149,750ml,ml,(RP: 92; WS: 94),10,695,Pol Roger,2015,France,Champagne,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged for a minimum of 3 years in the cellar, with a portion of the wine undergoing malolactic fermentation in oak barrels.","Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Blanc de Blancs with a medium body, high acidity, and a dry finish, showcasing fresh Chardonnay fruit flavors and a subtle mineral undertone.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Dry
Produttori del Barbaresco Asili Barbaresco Riserva DOCG 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ebbdd26229c6f22ca4Produttori20del20Barbaresco20Asili20Barbaresco20Riserva20DOCG202017.png,355151,750ml,ml,(RP: 94; WS: 92),10,539,Produttori,2017,Italy,Piedmont,Red,Nebbiolo,/ Drink within 10 years.,"/ Aged for 24 months in large oak casks, followed by 12 months in bottle.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich and full-bodied Barbaresco Riserva with a deep, velvety texture, offering aromas of dark fruit, leather, and spice, with a subtle hint of minerality and a long, dry finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Produttori del Barbaresco Barbaresco 1971,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b31a447d9eeb65ff0Produttori20del20Barbaresco20Barbaresco201971.png,355153,750ml,ml,(RP: 92; WS: 90),10,888,Produttori,1971,Italy,Piedmont,Red,Nebbiolo,Drink now.,/ Aged for 3-4 years in large Slavonian oak casks.,"Autumn, Winter",Soil Type: Clay-Limestone,"A classic Barbaresco with a rich, full-bodied texture and a complex array of flavors, including dark fruit, leather, and spice, with a subtle hint of minerality and a long, dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Produttori del Barbaresco Montefico Barbaresco Riserva DOCG 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ec3586da1ece07207aProduttori20del20Barbaresco20Montefico20Barbaresco20Riserva20DOCG202017.png,355155,750ml,ml,(RP: 94; WS: 92),10,539,Produttori,2017,Italy,Piedmont,Red,Nebbiolo,Drink within 10 years.,"/ Aged for 24 months in large oak casks, followed by 12 months of bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich and full-bodied Barbaresco Riserva with a deep, velvety texture, offering a complex array of dark fruit flavors, subtle hints of spice and leather, and a long, satisfying finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Produttori del Barbaresco Montestefano Barbaresco Riserva DOCG 2017,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ea5f7e08ae1c86b606Produttori20del20Barbaresco20Montestefano20Barbaresco20Riserva20DOCG202017.png,355157,750ml,ml,RP: 92; WS: 94,10,539,Produttori,2017,Italy,Piedmont,Red,Nebbiolo,Drink within 10 years.,"/ Aged for 24 months in large oak casks, followed by 12 months in bottle.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich and full-bodied Barbaresco Riserva with a deep, velvety texture, offering a complex array of dark fruit flavors, subtle hints of spice and leather, and a long, satisfying finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
"Rougeot Pere et Fils, Meursault 1er Cru, Charmes 2019",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673463508adf4fc1f54dc210Rougeot20Pere20et20Fils2C20Meursault201er20Cru2C20Charmes202019.png,355159,750ml,ml,RP: 92; WS: 90,10,"1,198.00",Rougeot Pere et Fils,2019,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,/ Aged for 12-14 months in 30 new French oak barrels with regular lees stirring.,"autumn, winter",Soil Type: Limestone,"A rich and elegant Chardonnay with a medium body, showcasing a perfect balance of acidity and fruitiness, with notes of stone fruits and a subtle hint of minerality, leading to a dry and refreshing finish.",Occasion: Celebration,Medium,Medium,13.2,Rich,Medium,Dry
Siro Pacenti Pelagrilli Brunello di Montalcino 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386df912ab66f45bcf56e1Siro20Pacenti20Pelagrilli20Brunello20di20Montalcino202018.png,355161,750ml,ml,RP: 92; WS: 94,10,448,Siro Pacenti Pelagrilli,2018,Italy,Tuscany,Red,Sangiovese,/ Drink within 10 years.,/ Aged for 36 months in large Slavonian oak casks.,"Autumn, Winter",Soil Type: Clay-Limestone,"A full-bodied, rich and dry Brunello di Montalcino with medium acidity, showcasing the classic characteristics of Sangiovese from Tuscany, with a robust and velvety texture, and a long, lingering finish.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Sperry Alsace Grain de Sable 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083bfa5c3213e15ff08dSperry20Alsace20Grain20de20Sable202021.png,355163,750ml,ml,(RP: 92; WS: 90),10,158,Sperry,2021,France,Alsace,White,Pinot Blanc,/ Drink within 5 years.,/ Aged in stainless steel with partial oak for 6-8 months.,"spring, summer",Soil Type: Limestone,"A crisp and refreshing Pinot Blanc from Alsace, offering a perfect balance of fresh fruit flavors and high acidity, with a hint of minerality and a dry finish.",Occasion: Casual,Medium,High,12.5,Fresh,Medium,Dry
Sperry Alsace Pinot Noir Les Origines 2022,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083a327d1fb638606686Sperry20Alsace20Pinot20Noir20Les20Origines202022.png,355165,750ml,ml,(RP: 92; WS: 90),10,198,Sperry,2022,France,Alsace,Red,Pinot Noir,/ Drink within 5 years.,/ Aged in oak barrels for 12 months with regular lees stirring to enhance complexity and texture.,"spring, summer",Soil Type: Limestone,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a hint of minerality, offering a crisp and refreshing taste experience.",/ Occasion: Celebration,Light,Medium,12.5,Fresh,Medium,Dry
Sperry Alsace Pinot Noir Vieille Vignes 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083a327d1fb638606686Sperry20Alsace20Pinot20Noir20Les20Origines202022.png,355167,750ml,ml,(RP: 92; WS: 90),10,198,Sperry,2021,France,Alsace,Red,Pinot Noir,/ Drink within 5-7 years.,/ Aged in oak barrels for 12 months with regular racking and gentle stirring to enhance complexity and subtle oak integration.,"spring, summer",Soil Type: Limestone,"A delicate and crisp Pinot Noir with fresh fruit flavors, medium minerality, and a dry finish, perfect for pairing with lighter dishes or enjoying on its own.",/ Occasion: Celebration,Light,High,12.5,Fresh,Medium,Dry
Sperry Alsace Riesling Grand Cru Winzenberg 2018,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083b7b1948ea80a23413Sperry20Alsace20Riesling20Grand20Cru20Winzenberg202018.png,355169,750ml,ml,(RP: 92; WS: 90),10,198,Sperry,2018,France,Alsace,White,Riesling,/ Drink within 5-7 years.,/ Aged in stainless steel with partial oak for 12 months.,"spring, summer",Soil Type: Granite,"A crisp and refreshing Riesling with a medium body, showcasing fresh fruit flavors, a hint of minerality, and a touch of sweetness, balanced by high acidity and a moderate 12.5 alcohol level.",/ Occasion: Celebration,Medium,High,12.5,Fresh,Medium,Off-dry
"Stephane Magnien, Morey-Saint-Denis 1er Cru, Cuvee, Petites Noix 2019",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6732083a5387060c754b763dStephane20Magnien2C20Morey-Saint-Denis201er20Cru2C20Cuvee2C20Petites20Noix202019.png,355171,750ml,ml,(RP: 92; WS: 90),10,608,Stephane Magnien,2019,France,Cote de Nuits,Red,Pinot Noir,Drink within 10 years.,"/ Aged for 12-14 months in 30 new French oak barrels, with regular stirring of the lees to enhance complexity and texture.","Autumn, Winter",Soil Type: Limestone,"A delicate and refined Pinot Noir with fresh fruit flavors, subtle minerality, and a medium-bodied texture, offering a dry and crisp finish.",Occasion: Celebration,Medium,Medium,13.5,Fresh,Medium,Dry
"Te Mata Awatea Cabernet Merlot, Hawkes Bay 2019",https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa5b5b245d69af1fdfTe20Mata20Awatea20Cabernet20Merlot2C20Hawke27s20Bay202019.png,355173,750ml,ml,RP: 92; WS: 90,10,295,Te Mata,2019,New Zealand,Hawkes Bay,Red,Cabernet Sauvignon,/ Drink within 5-7 years.,/ Aged in French oak barrels for 12 months.,"Autumn, Winter",Soil Type: Clay,"A rich and full-bodied Cabernet Merlot blend from Hawkes Bay, offering a complex array of dark fruit flavors, subtle hints of spice and a smooth, velvety finish.",Occasion: Business,Medium,Medium,13.5,Rich,Medium,Dry
Te Mata Elston Chardonnay 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfad8b2c3539d65faedTe20Mata20Elston20Chardonnay202021.png,355175,750ml,ml,(RP: 92; WS: 90),10,298,Te Mata,2021,New Zealand,Hawkes Bay,White,Chardonnay,/ Drink within 5 years.,/ Aged in French oak barrels for 10 months with regular lees stirring.,"Spring, Summer",Soil Type: Clay,"A rich and full-bodied Chardonnay with a velvety texture, showcasing a rich fruit profile of stone fruits and melon, complemented by subtle notes of vanilla and caramel, with a hint of minerality and a smooth, off-dry finish.",Occasion: Celebration,Medium,Medium,13.5,Rich,Medium,Off-dry
Te Mata Estate Alma Pinot Noir Hawkes Bay 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa4da80eda385016f5Te20Mata20Estate20Alma20Pinot20Noir20Hawke27s20Bay202021.png,355177,750ml,ml,RP: 92; WS: 90,10,368,Te Mata,2021,New Zealand,Hawkes Bay,Red,Pinot Noir,/ Drink within 5 years.,/ Aged in French oak barrels for 9 months.,"Spring, Autumn",Soil Type: Clay,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a light body. The wine showcases a perfect balance of minerality and fruitiness, with a dry finish.",/ Occasion: Casual,Light,Medium,13.5,Fresh,Medium,Dry
Te Mata Estate Cabernet Merlot 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa2aa3b51fcbf87821Te20Mata20Estate20Cabernet20Merlot202020.png,355179,750ml,ml,(RP: 92; WS: 90),10,198,Te Mata,"(year of production, use your best guess based on the name)",New Zealand,Hawkes Bay,"(e.g., Red, White, Rosé, Sparkling)",Cabernet Sauvignon,Drink within 5-7 years.,/ Aged in French oak barrels for 12-18 months.,"Autumn, Winter",Soil Type: Clay,"This wine is a rich and full-bodied Cabernet Merlot blend, showcasing Hawkes Bays signature dark fruit flavors and subtle hints of spice, with a smooth, velvety texture and a long, satisfying finish.",Occasion: Business,Medium,Medium,13.5,Rich,Medium,Dry
Te Mata Estate Cape Crest Sauvignon Blanc Hawkes Bay 2020,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1e9d76538209c91cd29Te20Mata20Estate20Cape20Crest20Sauvignon20Blanc20Hawke27s20Bay202020.png,355181,750ml,ml,(RP: 92; WS: 90),10,249,Te Mata,2020,New Zealand,Hawkes Bay,White,Sauvignon Blanc,Drink within 3-5 years.,/ Aged in stainless steel with partial oak.,"summer, spring",Soil Type: Clay,"This crisp and refreshing Sauvignon Blanc boasts a vibrant acidity, showcasing fresh and zesty fruit flavors with a hint of minerality, all while maintaining a dry and satisfying finish.",Occasion: Casual,Medium,High,13.5,Fresh,Medium,Dry
Te Mata Estate Coleraine Hawkes Bay 2021,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa6b26f4521be3322fTe20Mata20Estate20Coleraine20Hawke27s20Bay202021.png,355183,750ml,ml,(RP: 92; WS: 90),10,698,Te Mata,2021,New Zealand,Hawkes Bay,Red,Cabernet Sauvignon,/ Drink within 10 years.,"/ Aged in French oak barrels for 12 months, with 40 new oak and 60 seasoned oak.","Autumn, Winter",Soil Type: Clay,"A rich, full-bodied Cabernet Sauvignon with a velvety texture, showcasing rich, dark fruit flavors, subtle hints of spice and a long, satisfying finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
Tedeschi Amarone della Valpolicella Classico DOCG 1980,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/673208395152e4595306db9bTedeschi20Amarone20della20Valpolicella20Classico20DOCG201980.png,355185,750ml,ml,RP: 92; WS: 90,10,699,Tedeschi,1980,Italy,Veneto,Red,Primitivo,/ Drink within 5 years.,"/ Aged in large oak casks for a minimum of 3 years, followed by extended bottle aging.","Autumn, Winter",Soil Type: Clay-Limestone,"A rich, full-bodied wine with intense fruit flavors, balanced by medium acidity and a hint of minerality, finishing dry and lingering on the palate.",Occasion: Celebration,Full,Medium,14.5,Rich,Medium,Dry
Terre del Barolo Barolo 1967,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67387164102f21ca9cb16485Terre20del20Barolo20Barolo201967.png,355187,750ml,ml,(RP: 92; WS: 94),10,648,Terre,1967,Italy,Piedmont,Red,Nebbiolo,/ Drink now or within 2 years.,"/ Aged in large oak casks for a minimum of 3 years, followed by extended bottle aging.",,Soil Type: Clay-Limestone,"A classic Barolo with a rich, full-bodied texture and a complex array of flavors, featuring dark fruit, leather, and spice, with a subtle hint of minerality and a long, dry finish.",Occasion: Celebration,Full,Medium,13.5,Rich,Medium,Dry
The Prisoner Wine Co. The Prisoner Chardonnay Carneros 2021 囚犯酒莊,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/6734e1ec91d5af86018be411The20Prisoner20Wine20Co.2027The20Prisoner2720Chardonnay20Carneros202021.png,355189,750ml,ml,(RP: 92; WS: 90),10,398,The Prisoner,2021,USA,Napa,White,Chardonnay,/ Drink within 5 years.,"/ Aged in a combination of French oak barrels (30 new) and stainless steel tanks for 10 months, with partial malolactic fermentation.","/ summer, autumn",Soil Type: Clay,"A rich and full-bodied Chardonnay with a velvety texture, showcasing flavors of ripe stone fruits, hints of vanilla and caramel, and a subtle minerality that adds depth and complexity to the wine.",Occasion: Celebration,Medium,Medium,14.2,Rich,Medium,Off-dry
The Prisoner Wine Co. The Prisoner Pinot Noir Sonoma Coas 2021 囚犯酒莊,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67385ad472c9592fe66f44bcThe20Prisoner20Wine20Co.2027The20Prisoner2720Pinot20Noir20Sonoma20Coas202021.png,355191,750ml,ml,(RP: 92; WS: 90),10,418,The Prisoner,2021,USA,Sonoma Coast,Red,Pinot Noir,/ Drink within 5 years.,"/ Aged in French oak barrels for 10 months, with 20 new oak and 80 seasoned oak.","/ spring, summer",Soil Type: Clay,"A delicate and elegant Pinot Noir with fresh fruit flavors, medium acidity, and a dry finish, showcasing the Sonoma Coasts signature minerality.",Occasion: Casual,Light,Medium,13.5,Fresh,Medium,Dry
Thomas Morey Chassagne Montrachet 1er Cru Les Chenevottes 2019,https://cdn.prod.website-files.com/672cb53a9f8f60aabd3a7754/67386dfa5079331077fd6815Thomas20Morey20Chassagne20Montrachet201er20Cru20Les20Chenevottes202019.png,355193,750ml,ml,(RP: 92; WS: 90),10,798,Thomas Morey,2019,France,Cote de Beaune,White,Chardonnay,/ Drink within 5-7 years.,"/ Aged in French oak barrels for 12-14 months, with 30 new oak and 70 second-fill barrels.","Spring, Summer",Soil Type: Limestone,"A crisp and refreshing Chardonnay with a medium body, showcasing fresh fruit flavors, high acidity, and a subtle minerality, finishing dry and clean.",Occasion: Celebration,Medium,High,13.2,Fresh,Medium,Dry
